,最寄駅：距離（分）,面積（㎡）,延床面積（㎡）,建築年,地区名,取引価格（総額）,市区町村コード,年号,和暦_年,築年数
10437,30,130,185,平成16年,藤山町,12000000,40203,平成,16,19.0
10439,60,320,90,昭和52年,藤山町,8600000,40203,昭和,52,46.0
10440,60,530,240,昭和62年,藤山町,30000000,40203,昭和,62,36.0
10441,60,70,95,昭和43年,藤山町,5500000,40203,昭和,43,55.0
10442,30,150,75,平成21年,藤山町,12000000,40203,平成,21,14.0
10443,60,200,95,昭和55年,藤山町,4500000,40203,昭和,55,43.0
10459,16,390,100,昭和15年,松ケ枝町,18000000,40203,昭和,15,83.0
10463,2,340,130,平成4年,御井旗崎,15000000,40203,平成,4,31.0
10466,11,320,400,平成3年,御井町,50000000,40203,平成,3,32.0
10468,4,500,150,昭和39年,御井町,13000000,40203,昭和,39,59.0
10470,13,330,370,平成9年,御井町,48000000,40203,平成,9,26.0
10471,14,500,140,昭和61年,御井町,16000000,40203,昭和,61,37.0
10473,6,500,470,平成4年,御井町,47000000,40203,平成,4,31.0
10474,11,230,115,昭和48年,御井町,17000000,40203,昭和,48,50.0
10475,8,910,620,昭和63年,御井町,73000000,40203,昭和,63,35.0
10476,12,170,115,令和3年,御井町,30000000,40203,令和,3,1.0
10478,1,380,195,平成2年,御井町,22000000,40203,平成,2,33.0
10480,12,195,115,令和3年,御井町,34000000,40203,令和,3,1.0
10481,11,170,110,令和3年,御井町,28000000,40203,令和,3,1.0
10482,15,165,150,昭和63年,御井町,18000000,40203,昭和,63,35.0
10483,19,175,90,昭和60年,御井町,14000000,40203,昭和,60,38.0
10487,20,80,105,昭和47年,御井町,10000000,40203,昭和,47,51.0
10488,24,165,90,令和3年,御井町,22000000,40203,令和,3,1.0
10489,10,410,460,昭和58年,御井町,41000000,40203,昭和,58,40.0
10493,30,155,110,令和4年,御井町,26000000,40203,令和,4,0.0
10496,3,150,100,令和3年,御井町,24000000,40203,令和,3,1.0
10497,3,230,240,平成3年,御井町,20000000,40203,平成,3,32.0
10500,9,150,115,令和3年,御井町,27000000,40203,令和,3,1.0
10517,9,350,150,平成5年,三潴町高三潴,18000000,40203,平成,5,30.0
10518,21,210,105,令和4年,三潴町高三潴,26000000,40203,令和,4,0.0
10520,15,165,100,令和2年,三潴町高三潴,24000000,40203,令和,2,2.0
10527,4,270,95,令和4年,三潴町田川,48000000,40203,令和,4,0.0
10528,7,240,185,平成3年,三潴町田川,12000000,40203,平成,3,32.0
10534,9,240,145,平成2年,三潴町玉満,8000000,40203,平成,2,33.0
10535,6,165,105,令和4年,三潴町玉満,23000000,40203,令和,4,0.0
10536,6,165,95,令和4年,三潴町玉満,21000000,40203,令和,4,0.0
10537,6,160,115,令和4年,三潴町玉満,24000000,40203,令和,4,0.0
10538,8,300,45,平成3年,三潴町玉満,9000000,40203,平成,3,32.0
10541,6,160,100,令和4年,三潴町玉満,20000000,40203,令和,4,0.0
10543,9,200,85,令和3年,三潴町玉満,26000000,40203,令和,3,1.0
10548,10,250,110,令和2年,三潴町玉満,31000000,40203,令和,2,2.0
10550,7,175,100,令和4年,三潴町玉満,20000000,40203,令和,4,0.0
10551,4,190,120,平成2年,三潴町玉満,16000000,40203,平成,2,33.0
10552,5,190,120,平成2年,三潴町玉満,8900000,40203,平成,2,33.0
10555,24,960,200,昭和55年,三潴町西牟田,3000000,40203,昭和,55,43.0
10557,26,290,100,令和2年,三潴町西牟田,23000000,40203,令和,2,2.0
10560,20,200,100,平成2年,三潴町西牟田,4800000,40203,平成,2,33.0
10561,3,165,100,令和4年,三潴町西牟田,3100000,40203,令和,4,0.0
10562,12,220,115,平成23年,三潴町西牟田,17000000,40203,平成,23,12.0
10564,23,370,115,昭和49年,三潴町西牟田,3000000,40203,昭和,49,49.0
10565,21,210,105,平成31年,三潴町西牟田,28000000,40203,平成,31,4.0
10567,19,270,115,令和3年,三潴町西牟田,34000000,40203,令和,3,1.0
10570,14,210,150,平成8年,三潴町早津崎,11000000,40203,平成,8,27.0
10572,19,320,120,平成4年,三潴町福光,6600000,40203,平成,4,31.0
10574,15,250,80,昭和56年,三潴町福光,3500000,40203,昭和,56,42.0
10576,13,230,90,昭和53年,南,9400000,40203,昭和,53,45.0
10579,23,155,100,令和4年,南,36000000,40203,令和,4,0.0
10584,24,260,85,昭和40年,南,15000000,40203,昭和,40,58.0
10586,6,370,165,平成6年,宮ノ陣,14000000,40203,平成,6,29.0
10595,10,185,110,令和2年,宮ノ陣,27000000,40203,令和,2,2.0
10596,6,175,115,令和3年,宮ノ陣,38000000,40203,令和,3,1.0
10597,10,250,130,平成15年,宮ノ陣,27000000,40203,平成,15,20.0
10603,4,170,115,令和3年,宮ノ陣町,22000000,40203,令和,3,1.0
10632,30,220,85,平成20年,本山,20000000,40203,平成,20,15.0
10635,9,220,85,平成2年,安武町,14000000,40203,平成,2,33.0
10646,12,185,115,平成10年,安武町,20000000,40203,平成,10,25.0
10647,20,460,105,昭和54年,安武町,5500000,40203,昭和,54,44.0
10649,11,165,105,令和3年,安武町,21000000,40203,令和,3,1.0
10650,12,180,80,令和2年,安武町,29000000,40203,令和,2,2.0
10652,14,220,190,平成10年,安武町,18000000,40203,平成,10,25.0
10654,12,185,115,平成10年,安武町,14000000,40203,平成,10,25.0
10655,15,430,320,平成18年,安武町,47000000,40203,平成,18,17.0
10656,11,185,105,令和3年,安武町,30000000,40203,令和,3,1.0
10657,11,180,110,令和3年,安武町,33000000,40203,令和,3,1.0
10667,13,670,250,平成8年,山川安居野,36000000,40203,平成,8,27.0
10673,14,290,175,平成2年,山川町,22000000,40203,平成,2,33.0
10674,23,185,110,平成15年,山川町,8500000,40203,平成,15,20.0
10676,3,195,105,令和4年,山川町,23000000,40203,令和,4,0.0
10677,4,610,240,平成4年,山川町,18000000,40203,平成,4,31.0
10678,18,165,115,平成2年,山川町,8200000,40203,平成,2,33.0
10681,10,300,170,昭和57年,山川町,13000000,40203,昭和,57,41.0
10682,10,175,105,平成29年,山川町,24000000,40203,平成,29,6.0
10683,28,130,90,令和4年,山本町,28000000,40203,令和,4,0.0
10688,25,330,150,昭和54年,山本町,5000000,40203,昭和,54,44.0
10689,15,230,105,平成27年,山本町,6500000,40203,平成,27,8.0
10690,20,730,170,平成8年,山本町,21000000,40203,平成,8,27.0
10691,29,370,145,昭和60年,山本町,11000000,40203,昭和,60,38.0
10697,30,390,150,昭和52年,山本町,9400000,40203,昭和,52,46.0
10706,14,145,95,昭和62年,大字赤地,3500000,40204,昭和,62,36.0
10709,30,210,65,昭和52年,大字植木,1600000,40204,昭和,52,46.0
10710,2,200,100,令和3年,大字植木,20000000,40204,令和,3,1.0
10713,21,220,100,令和2年,大字植木,20000000,40204,令和,2,2.0
10715,2,360,125,昭和51年,大字植木,6500000,40204,昭和,51,47.0
10719,7,180,105,平成28年,大字植木,14000000,40204,平成,28,7.0
10720,6,125,80,平成9年,大字植木,2700000,40204,平成,9,26.0
10721,19,330,115,平成13年,大字植木,14000000,40204,平成,13,22.0
10723,4,145,105,令和2年,大字植木,17000000,40204,令和,2,2.0
10724,14,740,145,平成11年,大字植木,2500000,40204,平成,11,24.0
10736,11,210,100,令和4年,大字上新入,23000000,40204,令和,4,0.0
10741,19,115,90,昭和54年,大字上新入,3800000,40204,昭和,54,44.0
10743,26,280,115,昭和63年,大字上新入,9300000,40204,昭和,63,35.0
10745,28,195,115,平成10年,大字上新入,15000000,40204,平成,10,25.0
10749,16,200,85,昭和60年,大字上新入,5400000,40204,昭和,60,38.0
10751,30,330,90,昭和57年,大字上頓野,7000000,40204,昭和,57,41.0
10753,30,250,120,令和3年,大字上頓野,26000000,40204,令和,3,1.0
10755,30,440,120,平成25年,大字上頓野,22000000,40204,平成,25,10.0
10758,30,210,100,令和3年,大字上頓野,23000000,40204,令和,3,1.0
10761,14,290,120,昭和47年,大字感田,7000000,40204,昭和,47,51.0
10762,5,240,95,令和3年,大字感田,35000000,40204,令和,3,1.0
10763,8,200,80,昭和53年,大字感田,4000000,40204,昭和,53,45.0
10767,10,380,130,昭和49年,大字感田,7700000,40204,昭和,49,49.0
10768,18,340,85,昭和47年,大字感田,2000000,40204,昭和,47,51.0
10769,14,440,125,昭和49年,大字感田,20000000,40204,昭和,49,49.0
10770,13,340,80,昭和48年,大字感田,7700000,40204,昭和,48,50.0
10771,6,250,100,平成10年,大字感田,14000000,40204,平成,10,25.0
10772,9,210,75,昭和50年,大字感田,2000000,40204,昭和,50,48.0
10773,10,290,100,昭和49年,大字感田,5000000,40204,昭和,49,49.0
10774,9,240,130,平成8年,大字感田,11000000,40204,平成,8,27.0
10775,15,440,125,昭和49年,大字感田,13000000,40204,昭和,49,49.0
10777,4,150,90,平成3年,大字感田,3200000,40204,平成,3,32.0
10781,8,480,230,昭和49年,大字感田,8400000,40204,昭和,49,49.0
10783,12,185,105,平成31年,大字感田,30000000,40204,平成,31,4.0
10784,12,230,120,平成28年,大字感田,27000000,40204,平成,28,7.0
10796,5,700,135,昭和59年,大字下境,9200000,40204,昭和,59,39.0
10798,6,290,100,昭和57年,大字下境,4000000,40204,昭和,57,41.0
10799,5,190,90,昭和55年,大字下境,2600000,40204,昭和,55,43.0
10803,6,165,100,令和4年,大字下新入,24000000,40204,令和,4,0.0
10805,6,230,95,昭和56年,大字下新入,14000000,40204,昭和,56,42.0
10806,18,270,155,平成4年,大字下新入,16000000,40204,平成,4,31.0
10807,8,220,80,昭和49年,大字下新入,5000000,40204,昭和,49,49.0
10809,15,220,90,昭和45年,大字下新入,1700000,40204,昭和,45,53.0
10811,5,220,70,平成16年,大字下新入,9500000,40204,平成,16,19.0
10812,8,210,115,昭和49年,大字下新入,6500000,40204,昭和,49,49.0
10813,13,870,180,平成10年,大字下新入,13000000,40204,平成,10,25.0
10815,21,210,110,令和3年,大字下新入,23000000,40204,令和,3,1.0
10817,9,185,130,平成22年,神正町,15000000,40204,平成,22,13.0
10818,10,230,70,平成20年,神正町,11000000,40204,平成,20,15.0
10819,8,200,130,平成22年,神正町,15000000,40204,平成,22,13.0
10820,12,75,90,昭和62年,新町,750000,40204,昭和,62,36.0
10823,20,145,110,令和2年,新町,22000000,40204,令和,2,2.0
10824,5,250,85,平成3年,新町,4500000,40204,平成,3,32.0
10826,4,145,100,令和2年,新町,21000000,40204,令和,2,2.0
10835,21,310,105,昭和48年,知古,4000000,40204,昭和,48,50.0
10836,20,320,125,昭和33年,知古,4000000,40204,昭和,33,65.0
10838,16,80,145,昭和57年,知古,2700000,40204,昭和,57,41.0
10841,7,220,115,令和2年,津田町,41000000,40204,令和,2,2.0
10847,30,210,110,令和3年,大字頓野,43000000,40204,令和,3,1.0
10856,26,520,175,平成13年,大字頓野,14000000,40204,平成,13,22.0
10860,30,180,95,令和4年,大字頓野,25000000,40204,令和,4,0.0
10861,30,500,170,昭和45年,大字頓野,1000000,40204,昭和,45,53.0
10864,21,260,110,令和3年,大字頓野,22000000,40204,令和,3,1.0
10865,21,230,115,令和3年,大字頓野,24000000,40204,令和,3,1.0
10866,30,310,100,昭和57年,大字頓野,13000000,40204,昭和,57,41.0
10868,28,170,100,令和2年,大字頓野,22000000,40204,令和,2,2.0
10869,19,1100,180,昭和47年,大字頓野,16000000,40204,昭和,47,51.0
10871,30,230,95,昭和62年,大字中泉,11000000,40204,昭和,62,36.0
10876,18,105,70,昭和34年,大字直方,600000,40204,昭和,34,64.0
10877,2,145,80,昭和46年,大字直方,3300000,40204,昭和,46,52.0
10888,19,280,150,昭和64年,溝堀,14000000,40204,昭和,64,34.0
10889,23,80,60,昭和60年,溝堀,200000,40204,昭和,60,38.0
10890,23,175,100,令和3年,溝堀,16000000,40204,令和,3,1.0
10891,19,120,125,昭和62年,溝堀,3000000,40204,昭和,62,36.0
10892,23,175,105,令和3年,溝堀,18000000,40204,令和,3,1.0
10893,12,950,110,昭和48年,大字山部,2500000,40204,昭和,48,50.0
10895,11,280,150,昭和53年,大字山部,5500000,40204,昭和,53,45.0
10903,23,200,110,平成20年,湯野原,20000000,40204,平成,20,15.0
10905,30,440,290,平成9年,相田,33000000,40205,平成,9,26.0
10906,30,290,90,平成2年,相田,3000000,40205,平成,2,33.0
10907,30,610,155,昭和47年,相田,11000000,40205,昭和,47,51.0
10910,30,330,75,昭和49年,相田,4000000,40205,昭和,49,49.0
10913,3,70,140,昭和43年,阿恵,770000,40205,昭和,43,55.0
10914,3,200,140,昭和43年,阿恵,2400000,40205,昭和,43,55.0
10915,3,130,140,昭和43年,阿恵,600000,40205,昭和,43,55.0
10916,11,680,85,昭和55年,赤坂,8000000,40205,昭和,55,43.0
10919,10,250,75,昭和31年,赤坂,3000000,40205,昭和,31,67.0
10921,7,165,60,昭和59年,赤坂,2300000,40205,昭和,59,39.0
10925,28,320,130,令和3年,秋松,38000000,40205,令和,3,1.0
10926,23,290,120,令和3年,秋松,27000000,40205,令和,3,1.0
10927,23,230,85,令和4年,秋松,29000000,40205,令和,4,0.0
10928,30,240,55,昭和46年,有井,4800000,40205,昭和,46,52.0
10939,30,340,150,昭和57年,有安,3500000,40205,昭和,57,41.0
10943,30,350,110,昭和36年,伊川,3000000,40205,昭和,36,62.0
10944,60,370,165,昭和48年,伊川,16000000,40205,昭和,48,50.0
10945,30,960,450,平成6年,伊川,11000000,40205,平成,6,29.0
10946,30,370,165,昭和48年,伊川,3000000,40205,昭和,48,50.0
10947,30,260,165,平成7年,伊川,8500000,40205,平成,7,28.0
10950,30,330,100,昭和49年,伊岐須,3500000,40205,昭和,49,49.0
10951,30,175,85,昭和56年,伊岐須,4200000,40205,昭和,56,42.0
10958,30,210,105,平成5年,伊岐須,7500000,40205,平成,5,30.0
10960,30,250,115,昭和57年,伊岐須,15000000,40205,昭和,57,41.0
10961,30,175,90,昭和56年,伊岐須,13000000,40205,昭和,56,42.0
10963,30,210,95,令和2年,伊岐須,18000000,40205,令和,2,2.0
10964,30,120,185,昭和53年,伊岐須,2200000,40205,昭和,53,45.0
10965,6,260,115,昭和43年,内野,100000,40205,昭和,43,55.0
10967,30,1200,1100,昭和61年,潤野,50000000,40205,昭和,61,37.0
10970,30,230,65,昭和50年,潤野,7000000,40205,昭和,50,48.0
10973,30,220,140,平成2年,潤野,5700000,40205,平成,2,33.0
10974,30,210,95,令和3年,潤野,29000000,40205,令和,3,1.0
10975,30,210,125,令和3年,潤野,37000000,40205,令和,3,1.0
10976,30,290,75,昭和47年,潤野,7000000,40205,昭和,47,51.0
10979,30,220,75,昭和61年,潤野,5500000,40205,昭和,61,37.0
10981,30,230,130,令和3年,潤野,53000000,40205,令和,3,1.0
10982,30,200,125,令和3年,潤野,45000000,40205,令和,3,1.0
10983,30,240,85,昭和50年,枝国,5000000,40205,昭和,50,48.0
10984,29,65,120,令和3年,枝国,21000000,40205,令和,3,1.0
10985,28,200,120,令和3年,枝国,21000000,40205,令和,3,1.0
10986,28,200,120,令和3年,枝国,23000000,40205,令和,3,1.0
10990,30,560,160,昭和60年,枝国,11000000,40205,昭和,60,38.0
10992,30,250,80,昭和50年,枝国,4400000,40205,昭和,50,48.0
10994,30,230,120,令和4年,小正,24000000,40205,令和,4,0.0
10996,30,155,70,昭和61年,小正,3500000,40205,昭和,61,37.0
10997,30,200,105,平成7年,小正,8000000,40205,平成,7,28.0
10998,30,180,115,令和3年,小正,24000000,40205,令和,3,1.0
10999,30,440,110,昭和57年,小正,7200000,40205,昭和,57,41.0
11000,30,200,120,令和3年,小正,25000000,40205,令和,3,1.0
11011,6,185,105,平成7年,上三緒,3000000,40205,平成,7,28.0
11012,9,500,150,平成9年,上三緒,13000000,40205,平成,9,26.0
11014,6,165,65,昭和47年,上三緒,1500000,40205,昭和,47,51.0
11016,11,210,65,平成9年,上三緒,4900000,40205,平成,9,26.0
11017,7,290,155,昭和51年,上三緒,8200000,40205,昭和,51,47.0
11020,25,250,125,平成28年,柏の森,30000000,40205,平成,28,7.0
11028,14,240,130,令和3年,柏の森,29000000,40205,令和,3,1.0
11031,16,300,80,昭和54年,川島,2000000,40205,昭和,54,44.0
11032,16,160,110,昭和54年,川島,13000000,40205,昭和,54,44.0
11034,16,270,100,昭和30年,川島,4300000,40205,昭和,30,68.0
11038,28,165,115,令和4年,川津,27000000,40205,令和,4,0.0
11041,26,380,230,平成28年,川津,53000000,40205,平成,28,7.0
11048,10,990,145,昭和64年,口原,3500000,40205,昭和,64,34.0
11049,28,800,380,昭和57年,口原,7500000,40205,昭和,57,41.0
11056,30,220,115,平成2年,幸袋,20000000,40205,平成,2,33.0
11066,4,260,105,令和3年,菰田西,22000000,40205,令和,3,1.0
11071,8,200,50,昭和29年,菰田東,1500000,40205,昭和,29,69.0
11072,6,230,190,昭和31年,菰田東,3800000,40205,昭和,31,67.0
11081,26,270,85,昭和44年,下三緒,8500000,40205,昭和,44,54.0
11083,30,350,75,昭和45年,下三緒,11000000,40205,昭和,45,53.0
11085,28,250,90,昭和52年,下三緒,5800000,40205,昭和,52,46.0
11086,30,260,100,昭和43年,下三緒,6000000,40205,昭和,43,55.0
11088,26,165,90,昭和60年,下三緒,11000000,40205,昭和,60,38.0
11091,15,270,165,昭和57年,目尾,3000000,40205,昭和,57,41.0
11094,28,310,130,平成29年,目尾,20000000,40205,平成,29,6.0
11104,60,490,95,平成10年,庄司,1300000,40205,平成,10,25.0
11105,30,185,90,昭和51年,庄司,4000000,40205,昭和,51,47.0
11106,30,230,115,昭和48年,庄司,5000000,40205,昭和,48,50.0
11108,30,640,140,昭和54年,庄内元吉,1500000,40205,昭和,54,44.0
11119,14,430,240,昭和46年,新立岩,15000000,40205,昭和,46,52.0
11120,5,330,110,平成14年,新立岩,26000000,40205,平成,14,21.0
11121,30,280,120,昭和44年,勢田,4500000,40205,昭和,44,54.0
11123,60,270,105,昭和64年,大日寺,7000000,40205,昭和,64,34.0
11125,60,220,65,平成2年,大日寺,4700000,40205,平成,2,33.0
11127,60,290,85,昭和51年,大日寺,6900000,40205,昭和,51,47.0
11128,60,190,95,令和3年,大日寺,16000000,40205,令和,3,1.0
11129,60,280,135,平成15年,大日寺,10000000,40205,平成,15,20.0
11130,60,280,60,昭和49年,大日寺,3000000,40205,昭和,49,49.0
11131,60,230,115,昭和61年,大日寺,5800000,40205,昭和,61,37.0
11141,16,490,100,平成11年,大分,3000000,40205,平成,11,24.0
11142,10,880,90,昭和43年,大分,5000000,40205,昭和,43,55.0
11150,3,260,115,令和3年,大分,33000000,40205,令和,3,1.0
11151,14,240,90,昭和62年,大分,6500000,40205,昭和,62,36.0
11160,12,230,75,昭和28年,忠隈,3100000,40205,昭和,28,70.0
11161,15,830,490,平成26年,忠隈,110000000,40205,平成,26,9.0
11164,15,65,40,平成8年,忠隈,1000000,40205,平成,8,27.0
11167,10,230,85,令和2年,立岩,28000000,40205,令和,2,2.0
11168,10,190,110,令和2年,立岩,28000000,40205,令和,2,2.0
11177,20,195,110,令和3年,太郎丸,25000000,40205,令和,3,1.0
11178,15,180,100,令和2年,太郎丸,21000000,40205,令和,2,2.0
11179,20,180,120,昭和57年,筑穂元吉,2400000,40205,昭和,57,41.0
11180,30,360,115,昭和53年,津島,5000000,40205,昭和,53,45.0
11181,30,440,100,昭和46年,津島,4000000,40205,昭和,46,52.0
11182,30,175,80,昭和52年,津島,2800000,40205,昭和,52,46.0
11192,30,440,135,平成3年,綱分,9000000,40205,平成,3,32.0
11193,30,200,115,平成5年,綱分,7000000,40205,平成,5,30.0
11194,30,200,110,令和2年,綱分,33000000,40205,令和,2,2.0
11195,30,195,70,昭和51年,綱分,4200000,40205,昭和,51,47.0
11196,30,500,130,昭和61年,綱分,21000000,40205,昭和,61,37.0
11203,5,1100,145,昭和51年,天道,15000000,40205,昭和,51,47.0
11205,5,220,145,昭和57年,天道,1000000,40205,昭和,57,41.0
11209,30,230,95,昭和64年,中,8000000,40205,昭和,64,34.0
11212,30,165,100,昭和49年,中,3000000,40205,昭和,49,49.0
11214,30,200,65,昭和58年,中,2000000,40205,昭和,58,40.0
11218,6,410,90,昭和42年,長尾,5300000,40205,昭和,42,56.0
