No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等
127,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,寺内,門司,21,15000000,,,175,,ほぼ整形,10,100,昭和60年,木造,住宅,住宅,南東,市道,6,第１種中高層住居専用地域,60,200,2021年第２四半期,,
128,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,寺内,門司,30分?60分,6000000,,,200,,ほぼ台形,18,135,昭和52年,木造,住宅,住宅,北東,市道,4.5,第１種中高層住居専用地域,60,200,2021年第１四半期,,
129,宅地(土地),住宅地,40101,福岡県,北九州市門司区,下二十町,小森江,8,1000000,23000,,145,6900,ほぼ長方形,10,,,,,,接面道路無,,,第１種住居地域,60,200,2021年第４四半期,,隣地の購入
130,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,下二十町,門司,13,4500000,,,75,,不整形,15,105,昭和53年,鉄骨造,住宅,住宅,南,市道,4.5,第１種住居地域,60,200,2021年第３四半期,,
131,宅地(土地),住宅地,40101,福岡県,北九州市門司区,下馬寄,門司,14,40000000,390000,,340,120000,ほぼ長方形,15,,,,,,北東,市道,8,近隣商業地域,80,200,2022年第１四半期,,
132,中古マンション等,,40101,福岡県,北九州市門司区,下馬寄,門司,14,11000000,,３ＬＤＫ,60,,,,,平成6年,ＲＣ,,住宅,,,,近隣商業地域,80,200,2021年第３四半期,未改装,
133,中古マンション等,,40101,福岡県,北九州市門司区,社ノ木,門司,20,13000000,,３ＬＤＫ,65,,,,,平成2年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,200,2022年第２四半期,改装済,
134,宅地(土地と建物),商業地,40101,福岡県,北九州市門司区,社ノ木,門司,20,180000000,,,1600,,不整形,50.0m以上,,,,,店舗,南東,市道,15,第１種住居地域,60,200,2022年第１四半期,,
135,宅地(土地),住宅地,40101,福岡県,北九州市門司区,社ノ木,門司,18,21000000,150000,,460,46000,台形,25,,,,,,北西,国道,25.8,近隣商業地域,80,200,2021年第４四半期,,
136,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,社ノ木,門司,21,350000000,,,1100,,不整形,25.5,1800,昭和64年,ＲＣ,共同住宅、その他,住宅,北西,市道,15.4,第１種住居地域,60,200,2021年第４四半期,,
137,宅地(土地),住宅地,40101,福岡県,北九州市門司区,社ノ木,門司,18,24000000,350000,,220,110000,ほぼ長方形,11.5,,,,,住宅,南東,市道,6.2,第１種住居地域,60,200,2021年第４四半期,,
138,宅地(土地),住宅地,40101,福岡県,北九州市門司区,庄司町,門司港,14,5000000,83000,,200,25000,ほぼ整形,11.5,,,,,住宅,北西,市道,8,第１種住居地域,60,200,2022年第3四半期,,
139,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,庄司町,門司港,16,2300000,,,100,,不整形,8.6,85,昭和33年,木造,住宅,住宅,北,市道,4.1,第１種低層住居専用地域,50,80,2021年第２四半期,,
140,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H?1H30,5200000,,,155,,不整形,9.5,100,昭和62年,木造,住宅,住宅,南東,市道,55,第１種低層住居専用地域,50,80,2022年第3四半期,,調停・競売等
141,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H?1H30,13000000,,,1100,,不整形,40,160,平成4年,鉄骨造,事務所、倉庫,事務所,南西,道路,11,第１種低層住居専用地域,50,80,2022年第１四半期,,
142,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H30?2H,8900000,,,380,,ほぼ整形,16,105,昭和60年,木造,住宅,住宅,東,市道,3,第１種低層住居専用地域,50,80,2021年第４四半期,,
143,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H?1H30,440000,,,290,,ほぼ台形,16,175,昭和61年,木造,住宅,住宅,南東,市道,14,第１種住居地域,60,200,2021年第４四半期,,
144,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H?1H30,5700000,,,260,,ほぼ整形,14,,,,,,東,市道,5,第２種低層住居専用地域,60,100,2021年第１四半期,,
145,宅地(土地),住宅地,40101,福岡県,北九州市門司区,白野江,門司港,1H30?2H,3000000,14000,,700,4300,ほぼ整形,16,,,,,,東,市道,6,第１種低層住居専用地域,50,80,2021年第１四半期,,関係者間取引
146,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,新開,門司港,30分?60分,23000000,,,140,,ほぼ整形,8,105,令和3年,木造,住宅,住宅,東,市道,6,第１種住居地域,60,200,2022年第3四半期,,
147,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,新開,門司港,30分?60分,800000,,,310,,ほぼ台形,15,85,昭和40年,木造,住宅,,西,私道,4,第１種住居地域,60,200,2021年第３四半期,,
148,中古マンション等,,40101,福岡県,北九州市門司区,新原町,門司,21,8400000,,４ＬＤＫ,75,,,,,昭和60年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,200,2022年第3四半期,未改装,
149,宅地(土地),住宅地,40101,福岡県,北九州市門司区,新原町,門司,21,14000000,260000,,180,80000,台形,12,,,,,住宅,北西,市道,6,第１種中高層住居専用地域,60,200,2022年第１四半期,,
150,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,新原町,門司,21,44000000,,,210,,不整形,5.5,,,,,住宅,南東,市道,8,第１種中高層住居専用地域,60,200,2022年第１四半期,,
151,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,新原町,門司,23,42000000,,,200,,不整形,5.5,85,令和3年,軽量鉄骨造,住宅,住宅,北西,市道,5.5,第１種中高層住居専用地域,60,200,2021年第３四半期,,
152,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司,門司,1H30?2H,9000000,,,300,,ほぼ整形,15,155,昭和60年,木造,住宅、店舗,店舗,北東,市道,25,準工業地域,60,200,2022年第１四半期,,
153,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司,門司,2H?,60000000,,,2000㎡以上,,ほぼ長方形,27.5,220,昭和51年,鉄骨造,倉庫,工場,北,市道,20,工業専用地域,60,200,2021年第４四半期,,
154,宅地(土地),工業地,40101,福岡県,北九州市門司区,新門司,門司,1H30?2H,180000000,90000,,2000㎡以上,27000,ほぼ整形,47,,,,,工場,北東,道路,11,工業専用地域,60,200,2021年第４四半期,,
155,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司,門司,1H30?2H,890000000,,,2000㎡以上,,ほぼ長方形,50.0m以上,2000㎡以上,昭和62年,鉄骨造,事務所、倉庫、その他,倉庫,北西,市道,25,工業専用地域,60,200,2021年第１四半期,,
156,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司,門司,2H?,36000000,,,1700,,ほぼ長方形,28,980,昭和64年,鉄骨造,倉庫,倉庫,西,市道,20,工業専用地域,60,200,2021年第１四半期,,
157,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司,門司,2H?,170000000,,,2000㎡以上,,ほぼ長方形,50.0m以上,2000㎡以上,昭和52年,ＲＣ,事務所、倉庫,倉庫,東,市道,20,工業地域,60,200,2021年第１四半期,,
158,宅地(土地),工業地,40101,福岡県,北九州市門司区,新門司北,門司,1H30?2H,120000000,89000,,2000㎡以上,27000,ほぼ長方形,,,,,,,南,市道,,工業地域,60,200,2022年第２四半期,,
159,宅地(土地),工業地,40101,福岡県,北九州市門司区,新門司北,門司,1H30?2H,100000000,91000,,2000㎡以上,27000,ほぼ長方形,43.5,,,,,,北,道路,25,準工業地域,60,200,2022年第１四半期,,
160,宅地(土地),工業地,40101,福岡県,北九州市門司区,新門司北,門司,1H30?2H,260000000,88000,,2000㎡以上,27000,ほぼ整形,50.0m以上,,,,,,南,道路,19,工業地域,60,200,2022年第１四半期,,
161,宅地(土地),工業地,40101,福岡県,北九州市門司区,新門司北,門司,1H30?2H,260000000,87000,,2000㎡以上,26000,ほぼ長方形,50.0m以上,,,,,,北,道路,25,準工業地域,60,200,2021年第３四半期,,
162,宅地(土地と建物),工業地,40101,福岡県,北九州市門司区,新門司北,門司,1H?1H30,50000000,,,2000㎡以上,,ほぼ長方形,50.0m以上,2000㎡以上,平成5年,木造,倉庫,倉庫,南西,道路,16,準工業地域,60,200,2021年第１四半期,,
163,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里桜ケ丘,門司,30分?60分,1500000,,,160,,長方形,18,150,昭和45年,木造,住宅,,西,市道,5,市街化調整区域,,,2021年第４四半期,,
164,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里桜ケ丘,門司,30分?60分,2000000,9000,,730,2700,ほぼ整形,26,,,,,,東,市道,4,市街化調整区域,70,200,2021年第２四半期,,
165,中古マンション等,,40101,福岡県,北九州市門司区,大里戸ノ上,門司,11,21000000,,４ＬＤＫ,90,,,,,平成22年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60,200,2022年第２四半期,未改装,
166,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,7,5300000,220000,,80,68000,長方形,12,,,,,住宅,北東,市道,6.6,商業地域,80,400,2022年第１四半期,,
167,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,13,34000000,,,165,,ほぼ長方形,13,115,令和4年,木造,住宅,住宅,南,市道,8,第１種住居地域,60,200,2022年第１四半期,,
168,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,13,32000000,,,140,,ほぼ正方形,9.5,110,令和4年,木造,住宅,住宅,西,市道,15,第１種住居地域,60,200,2022年第１四半期,,
169,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,18,5500000,,,135,,ほぼ長方形,,100,昭和47年,木造,住宅,倉庫,西,市道,4,第１種低層住居専用地域,50,80,2021年第４四半期,,
170,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,21,250000,,,135,,ほぼ整形,13,80,昭和48年,木造,住宅,,北東,道路,6,第１種低層住居専用地域,50,80,2021年第４四半期,,
171,中古マンション等,,40101,福岡県,北九州市門司区,大里戸ノ上,門司,11,18000000,,３ＬＤＫ,70,,,,,平成22年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60,200,2021年第４四半期,未改装,
172,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,14,29000000,,,130,,ほぼ長方形,10,110,令和2年,木造,,住宅,北,市道,4,第２種中高層住居専用地域,60,200,2021年第２四半期,,
173,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,16,32000000,,,240,,ほぼ整形,14,150,平成6年,木造,住宅,住宅,東,市道,8,第１種中高層住居専用地域,60,200,2021年第２四半期,,
174,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,17,30000000,,,230,,ほぼ長方形,12,105,令和2年,木造,住宅,住宅,北東,市道,6.5,第１種中高層住居専用地域,60,200,2021年第１四半期,,
175,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,24,600000,10000,,200,3000,ほぼ長方形,12,,,,,その他,南東,道路,4,第１種低層住居専用地域,50,80,2021年第１四半期,,
176,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,11,19000000,240000,,260,72000,ほぼ台形,20,,,,,住宅,南,市道,3,第１種住居地域,60,200,2021年第１四半期,,
177,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里戸ノ上,門司,10,19000000,340000,,185,100000,ほぼ整形,12,,,,,住宅,東,市道,8,近隣商業地域,80,300,2021年第１四半期,,
178,中古マンション等,,40101,福岡県,北九州市門司区,大里戸ノ上,門司,15,22000000,,４ＬＤＫ,85,,,,,平成22年,ＲＣ,,住宅,,,,第１種中高層住居専用地域,60,200,2021年第１四半期,改装済,
179,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里原町,門司,9,65000000,400000,,540,120000,長方形,20,,,,,住宅,南西,市道,10,近隣商業地域,80,300,2022年第１四半期,,
180,宅地(土地),住宅地,40101,福岡県,北九州市門司区,大里原町,門司,8,23000000,350000,,220,110000,ほぼ長方形,15.5,,,,,住宅,北東,市道,6.3,近隣商業地域,80,300,2021年第１四半期,,
181,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里原町,門司,7,26000000,,,240,,台形,11,340,平成5年,鉄骨造,その他,店舗,北西,市道,6,近隣商業地域,80,300,2021年第１四半期,,
182,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,15,500000,,,210,,ほぼ長方形,10.5,70,昭和38年,木造,住宅,事務所,南,道路,3,第１種中高層住居専用地域,60,200,2022年第２四半期,,
183,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,14,360000,,,55,,ほぼ長方形,10,50,昭和44年,木造,住宅,,南西,市道,2,第１種中高層住居専用地域,60,200,2022年第１四半期,,
184,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,11,2400000,,,80,,ほぼ長方形,6,85,昭和63年,木造,住宅,住宅,北,道路,3.2,第１種中高層住居専用地域,60,200,2022年第１四半期,,
185,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,8,1500000,,,125,,台形,10.5,65,昭和52年,木造,住宅,住宅,東,市道,6,第１種住居地域,60,200,2021年第３四半期,,
186,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,6,32000000,,,165,,不整形,,110,令和4年,木造,住宅,住宅,西,市道,6,第１種住居地域,60,200,2021年第２四半期,,
187,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里東,小森江,15,2500000,,,140,,ほぼ台形,10.5,95,平成3年,木造,住宅,住宅,北東,私道,4,第１種中高層住居専用地域,60,200,2021年第１四半期,,
188,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里本町,小森江,8,2500000,,,175,,不整形,13,55,,木造,住宅,倉庫,南東,市道,3.5,準工業地域,60,200,2022年第２四半期,,
189,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里本町,小森江,8,40000000,,,145,,ほぼ長方形,9.1,110,令和3年,木造,住宅,住宅,南東,市道,6,準工業地域,60,200,2021年第４四半期,,
190,宅地(土地と建物),住宅地,40101,福岡県,北九州市門司区,大里本町,小森江,8,900000,,,175,,ほぼ整形,13.5,55,,,住宅,,北東,市道,2,準工業地域,60,200,2021年第４四半期,,
191,中古マンション等,,40101,福岡県,北九州市門司区,大里本町,門司,2,49000000,,３ＬＤＫ,95,,,,,平成30年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第3四半期,未改装,
192,中古マンション等,,40101,福岡県,北九州市門司区,大里本町,門司,4,21000000,,３ＬＤＫ,65,,,,,平成25年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,200,2022年第２四半期,未改装,
193,中古マンション等,,40101,福岡県,北九州市門司区,大里本町,門司,4,31000000,,３ＬＤＫ,90,,,,,平成25年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,200,2022年第２四半期,未改装,
194,中古マンション等,,40101,福岡県,北九州市門司区,大里本町,門司,3,30000000,,３ＬＤＫ,75,,,,,平成30年,ＲＣ,,,,,,商業地域,80,400,2022年第１四半期,未改装,
195,中古マンション等,,40101,福岡県,北九州市門司区,大里本町,門司,9,31000000,,３ＬＤＫ,95,,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2022年第１四半期,未改装,
